id_alumno,genero,edad,provincia,situacion_laboral,horas_trabajo_sem,horas_estudio_sem,materia,asistencia_pct,parcial_1_pct,parcial_2_pct,parcial_3_pct,nota_final_pct,condicion_cursado,aprobado
233,F,32,San Luis,Full-time,47,4.0,Ciberseguridad,61,43,34,43,44,Libre,No
234,M,22,Cordoba,Full-time,36,1.0,Ciberseguridad,66,36,35,42,52,Libre,No
235,X,20,La Pampa,Part-time,14,12.0,Ciberseguridad,83,53,63,57,67,Regular,No
236,F,29,Mendoza,No trabaja,0,18.0,Ciberseguridad,83,73,71,74,67,Promocion,No
237,F,35,Neuquen,No trabaja,0,14.0,Ciberseguridad,92,68,68,59,67,Regular,No
238,M,22,Buenos Aires,Full-time,33,6.0,Ciberseguridad,75,41,60,37,67,Libre,No
239,M,27,Buenos Aires,Full-time,40,2.0,Ciberseguridad,85,57,69,47,46,Regular,No
240,F,37,CABA,Full-time,45,,Ciberseguridad,80,42,69,45,55,Regular,No
241,M,31,Santa Fe,Part-time,22,,Ciberseguridad,100,47,81,74,100,Regular,Si
242,F,19,Chaco,Part-time,12,3.0,Ciberseguridad,63,46,40,34,56,Libre,No
243,M,18,Buenos Aires,Part-time,14,9.0,Ciberseguridad,80,35,59,51,53,Regular,No
244,F,28,La Pampa,No trabaja,0,13.0,Ciberseguridad,71,61,71,61,67,Libre,No
245,M,18,Salta,No trabaja,0,8.0,Ciberseguridad,72,54,53,51,60,Libre,No
246,M,38,Neuquen,No trabaja,0,11.0,Ciberseguridad,98,78,80,61,80,Regular,Si
247,F,23,CABA,Part-time,17,15.0,Ciberseguridad,83,58,56,72,55,Regular,No
248,M,24,Buenos Aires,No trabaja,0,16.0,Ciberseguridad,89,71,59,73,81,Regular,Si
249,F,23,Santa Fe,No trabaja,0,9.0,Ciberseguridad,92,59,62,55,63,Regular,No
250,M,19,Santa Fe,No trabaja,0,18.0,Ciberseguridad,62,50,40,75,75,Libre,Si
251,M,24,CABA,No trabaja,0,11.0,Ciberseguridad,100,70,71,67,72,Regular,Si
252,M,25,Buenos Aires,No trabaja,0,19.0,Ciberseguridad,96,76,65,81,90,Regular,Si
253,F,35,Buenos Aires,No trabaja,0,4.0,Ciberseguridad,69,47,27,57,47,Libre,No
254,M,21,Buenos Aires,No trabaja,0,11.0,Ciberseguridad,92,84,61,79,75,Regular,Si
255,X,42,Cordoba,Part-time,26,7.0,Ciberseguridad,86,54,45,81,59,Regular,No
256,F,18,Buenos Aires,Part-time,28,9.0,Ciberseguridad,93,55,59,67,57,Regular,No
257,F,29,Jujuy,Full-time,51,9.0,Ciberseguridad,79,50,51,46,68,Libre,No
258,F,18,Buenos Aires,Part-time,25,6.0,Ciberseguridad,72,42,54,56,59,Libre,No
259,M,35,Buenos Aires,No trabaja,0,10.0,Ciberseguridad,64,45,27,48,59,Libre,No
260,M,33,Santa Fe,No trabaja,0,9.0,Ciberseguridad,71,62,50,47,64,Libre,No
261,M,21,Buenos Aires,No trabaja,0,6.0,Ciberseguridad,75,57,48,53,64,Libre,No
262,M,30,Santa Fe,No trabaja,0,19.0,Ciberseguridad,88,90,66,76,96,Regular,Si
263,F,29,Mendoza,No trabaja,0,10.0,Ciberseguridad,89,58,64,70,52,Regular,No
264,M,28,Buenos Aires,Full-time,43,0.0,Ciberseguridad,65,58,35,31,57,Libre,No
265,M,20,Buenos Aires,No trabaja,0,6.0,Ciberseguridad,87,46,55,41,47,Regular,No
266,F,22,Tucuman,Full-time,50,1.0,Ciberseguridad,69,56,36,41,47,Libre,No
267,F,26,Buenos Aires,No trabaja,0,8.0,Ciberseguridad,90,84,61,66,52,Regular,No
268,M,25,Misiones,No trabaja,0,11.0,Ciberseguridad,100,75,63,62,44,Regular,No
269,F,29,Cordoba,No trabaja,0,17.0,Ciberseguridad,83,42,57,65,49,Regular,No
270,F,18,Mendoza,No trabaja,0,17.0,Ciberseguridad,79,60,66,88,65,Libre,No
271,F,25,Jujuy,Full-time,30,4.0,Ciberseguridad,82,60,46,56,42,Regular,No
272,F,34,Buenos Aires,Part-time,29,10.0,Ciberseguridad,71,62,64,40,52,Libre,No
273,F,47,Buenos Aires,Part-time,21,6.0,Ciberseguridad,75,49,48,72,81,Libre,Si
274,F,36,Buenos Aires,Part-time,16,9.0,Ciberseguridad,85,54,56,67,78,Regular,Si
275,F,19,Entre Rios,Part-time,16,9.0,Ciberseguridad,100,64,69,68,70,Regular,Si
276,F,21,Buenos Aires,No trabaja,0,13.0,Ciberseguridad,82,83,54,62,88,Regular,Si
277,F,19,Entre Rios,No trabaja,0,6.0,Ciberseguridad,85,55,57,56,54,Regular,No
278,F,27,CABA,No trabaja,0,5.0,Ciberseguridad,84,51,67,55,59,Regular,No
279,M,36,Buenos Aires,Full-time,37,5.0,Ciberseguridad,88,64,71,58,48,Regular,No
280,M,28,CABA,No trabaja,0,10.0,Ciberseguridad,81,62,51,41,62,Regular,No
281,F,39,Cordoba,Full-time,48,5.0,Ciberseguridad,86,61,50,32,41,Regular,No
282,M,36,Entre Rios,No trabaja,0,16.0,Ciberseguridad,76,54,68,52,66,Libre,No
283,M,18,Chaco,No trabaja,0,6.0,Ciberseguridad,94,65,64,61,53,Regular,No
284,M,27,Buenos Aires,Full-time,43,9.0,Ciberseguridad,97,86,59,64,83,Regular,Si
285,M,18,Cordoba,Part-time,17,10.0,Ciberseguridad,81,61,58,61,67,Regular,No
286,M,18,Buenos Aires,Part-time,24,5.0,Ciberseguridad,91,53,73,61,64,Regular,No
287,F,37,Buenos Aires,No trabaja,0,15.0,Ciberseguridad,88,69,72,62,68,Regular,No
288,M,41,Buenos Aires,Part-time,17,8.0,Ciberseguridad,64,51,60,46,52,Libre,No
289,M,23,Cordoba,No trabaja,0,4.0,Ciberseguridad,72,57,40,39,56,Libre,No
290,M,18,Buenos Aires,Full-time,44,12.0,Ciberseguridad,80,74,68,72,53,Regular,No
291,M,18,Buenos Aires,No trabaja,0,15.0,Ciberseguridad,97,92,75,83,79,Promocion,Si
292,F,39,Santa Fe,Full-time,46,8.0,Ciberseguridad,77,50,62,44,57,Libre,No
293,M,24,Buenos Aires,Full-time,39,6.0,Ciberseguridad,89,61,51,47,46,Regular,No
294,M,18,Entre Rios,Part-time,18,15.0,Ciberseguridad,73,49,52,73,57,Libre,No
295,M,18,Buenos Aires,Part-time,23,14.0,Ciberseguridad,89,60,78,61,76,Regular,Si
296,M,25,Buenos Aires,No trabaja,0,9.0,Ciberseguridad,78,56,66,59,65,Libre,No
297,F,37,Misiones,Full-time,47,8.0,Ciberseguridad,79,52,65,49,58,Libre,No
298,F,27,Buenos Aires,No trabaja,0,8.0,Ciberseguridad,88,46,61,63,71,Regular,Si
299,F,21,Tucuman,No trabaja,0,6.0,Ciberseguridad,78,41,42,50,63,Libre,No
300,M,37,Salta,Part-time,26,3.0,Ciberseguridad,58,58,46,39,59,Libre,No
301,F,21,La Pampa,Part-time,18,8.0,Ciberseguridad,66,52,28,59,57,Libre,No
302,F,22,Cordoba,Full-time,44,3.0,Ciberseguridad,86,46,52,53,38,Regular,No
303,M,36,Rio Negro,No trabaja,0,16.0,Ciberseguridad,83,66,51,77,82,Regular,Si
304,M,23,Tierra del Fuego,Full-time,41,4.0,Ciberseguridad,77,37,46,51,65,Libre,No
305,M,26,Chaco,No trabaja,0,14.0,Ciberseguridad,100,73,87,71,56,Promocion,No
306,F,28,Cordoba,No trabaja,0,10.0,Ciberseguridad,83,47,66,50,64,Regular,No
307,F,18,Rio Negro,Part-time,7,5.0,Ciberseguridad,94,57,68,60,58,Regular,No
308,M,27,Jujuy,No trabaja,0,3.0,Ciberseguridad,83,54,53,61,75,Regular,Si
309,M,38,Tucuman,Full-time,38,,Ciberseguridad,81,57,65,33,75,Regular,Si
310,M,25,Buenos Aires,Full-time,42,10.0,Ciberseguridad,73,52,49,57,86,Libre,Si
311,F,26,Chaco,No trabaja,0,18.0,Ciberseguridad,83,71,86,71,80,Promocion,Si
312,F,33,Cordoba,Full-time,42,3.0,Ciberseguridad,66,51,55,25,60,Libre,No
313,M,24,Buenos Aires,Full-time,32,6.0,Ciberseguridad,90,55,61,60,66,Regular,No
314,F,47,CABA,No trabaja,0,9.0,Ciberseguridad,87,62,67,70,62,Regular,No
315,M,19,Corrientes,Full-time,45,6.0,Ciberseguridad,84,45,59,54,39,Regular,No
316,F,35,Buenos Aires,Part-time,11,5.0,Ciberseguridad,77,44,46,53,60,Libre,No
317,F,18,Santa Fe,Full-time,38,10.0,Ciberseguridad,71,49,54,61,69,Libre,No
318,M,30,San Juan,No trabaja,0,12.0,Ciberseguridad,95,70,53,74,81,Regular,Si
319,F,29,Rio Negro,Part-time,10,14.0,Ciberseguridad,82,70,71,60,65,Regular,No
320,F,18,Buenos Aires,Part-time,15,2.0,Ciberseguridad,74,54,56,52,57,Libre,No
321,F,19,Buenos Aires,Full-time,37,5.0,Ciberseguridad,70,61,55,34,66,Libre,No
322,M,19,Tucuman,Part-time,15,14.0,Ciberseguridad,69,54,51,44,55,Libre,No
323,F,18,San Juan,Part-time,15,8.0,Ciberseguridad,82,47,69,41,62,Regular,No
324,F,37,San Juan,No trabaja,0,8.0,Ciberseguridad,82,33,56,59,65,Regular,No
325,F,20,Buenos Aires,No trabaja,0,4.0,Ciberseguridad,76,59,54,54,67,Libre,No
326,F,23,Buenos Aires,Part-time,20,7.0,Ciberseguridad,74,44,48,53,63,Libre,No
327,F,29,CABA,No trabaja,0,7.0,Ciberseguridad,87,61,45,39,80,Regular,Si
328,M,27,Cordoba,No trabaja,0,18.0,Ciberseguridad,73,61,87,68,70,Libre,Si
329,F,24,Cordoba,No trabaja,0,13.0,Ciberseguridad,69,50,56,41,62,Libre,No
330,M,36,Buenos Aires,Full-time,41,12.0,Ciberseguridad,85,48,62,62,70,Regular,Si
331,F,18,Santa Fe,No trabaja,0,0.0,Ciberseguridad,85,57,50,54,45,Regular,No
332,M,29,Buenos Aires,No trabaja,0,6.0,Ciberseguridad,80,66,52,60,66,Regular,No
333,M,19,Buenos Aires,Part-time,16,8.0,Ciberseguridad,91,69,59,54,56,Regular,No
334,M,23,Santa Fe,Part-time,30,12.0,Ciberseguridad,86,69,74,64,65,Regular,No
335,M,19,Rio Negro,No trabaja,0,12.0,Ciberseguridad,86,39,73,42,81,Regular,Si
336,M,28,Chaco,No trabaja,0,10.0,Ciberseguridad,89,58,72,62,70,Regular,Si
337,F,20,Misiones,Part-time,22,12.0,Ciberseguridad,63,60,46,49,62,Libre,No
338,F,27,Rio Negro,Full-time,41,6.0,Ciberseguridad,72,39,59,48,65,Libre,No
339,F,21,Buenos Aires,Full-time,49,0.0,Ciberseguridad,66,49,52,24,49,Libre,No
340,F,21,Rio Negro,Part-time,21,13.0,Ciberseguridad,92,75,64,74,74,Regular,Si
341,F,29,Cordoba,Part-time,18,10.0,Ciberseguridad,80,54,68,63,59,Regular,No
342,F,24,Santa Fe,Full-time,50,5.0,Ciberseguridad,71,54,38,35,58,Libre,No
343,F,18,Santa Fe,No trabaja,0,16.0,Ciberseguridad,67,65,65,72,55,Libre,No
344,X,25,Buenos Aires,Part-time,29,1.0,Ciberseguridad,52,30,49,32,51,Libre,No
345,M,18,Buenos Aires,Part-time,13,4.0,Ciberseguridad,82,66,50,60,67,Regular,No
346,M,33,Santa Fe,Full-time,41,13.0,Ciberseguridad,71,67,55,51,76,Libre,Si
347,M,18,Tucuman,No trabaja,0,6.0,Ciberseguridad,74,52,70,60,44,Libre,No
348,F,35,Buenos Aires,Part-time,25,3.0,Ciberseguridad,71,56,46,41,58,Libre,No
349,F,26,Tierra del Fuego,No trabaja,0,16.0,Ciberseguridad,82,63,79,72,52,Regular,No
350,F,29,Rio Negro,Part-time,21,16.0,Ciberseguridad,92,73,84,74,69,Promocion,No
351,F,18,Mendoza,No trabaja,0,18.0,Ciberseguridad,94,66,81,66,73,Regular,Si
352,F,30,Buenos Aires,No trabaja,0,11.0,Ciberseguridad,82,54,65,67,68,Regular,No
353,F,34,Buenos Aires,No trabaja,0,18.0,Ciberseguridad,93,66,74,55,80,Regular,Si
354,M,33,Tucuman,Part-time,10,16.0,Ciberseguridad,88,63,73,65,79,Regular,Si
355,M,29,Tucuman,Part-time,18,10.0,Ciberseguridad,86,64,55,60,55,Regular,No
356,F,26,Misiones,No trabaja,0,13.0,Ciberseguridad,77,73,61,53,69,Libre,No
357,M,18,Cordoba,No trabaja,0,15.0,Ciberseguridad,100,64,76,67,86,Regular,Si
358,M,26,CABA,Part-time,11,20.0,Ciberseguridad,90,78,90,82,95,Promocion,Si
359,M,43,Buenos Aires,Part-time,20,9.0,Ciberseguridad,55,40,48,45,60,Libre,No
360,F,24,Mendoza,No trabaja,0,5.0,Ciberseguridad,91,62,72,58,53,Regular,No
361,M,18,Tucuman,No trabaja,0,3.0,Ciberseguridad,93,63,62,57,57,Regular,No
362,F,18,Buenos Aires,No trabaja,0,14.0,Ciberseguridad,99,77,63,78,75,Regular,Si
363,F,29,Buenos Aires,Part-time,20,10.0,Ciberseguridad,70,69,48,42,65,Libre,No
364,F,41,Buenos Aires,Part-time,22,3.0,Ciberseguridad,70,37,31,45,53,Libre,No
365,M,23,Buenos Aires,Part-time,18,5.0,Ciberseguridad,90,54,55,74,51,Regular,No
366,M,32,Buenos Aires,No trabaja,0,10.0,Ciberseguridad,74,36,43,57,53,Libre,No
367,M,38,Chaco,Part-time,13,,Ciberseguridad,79,60,59,57,60,Libre,No
368,M,32,Buenos Aires,No trabaja,0,17.0,Ciberseguridad,100,92,74,87,95,Promocion,Si
369,F,26,Rio Negro,Part-time,27,4.0,Ciberseguridad,72,35,57,45,54,Libre,No
370,F,25,Salta,Part-time,19,13.0,Ciberseguridad,93,71,67,80,77,Regular,Si
371,F,36,CABA,No trabaja,0,8.0,Ciberseguridad,74,77,66,54,55,Libre,No
372,F,18,Buenos Aires,Part-time,16,14.0,Ciberseguridad,78,53,64,53,49,Libre,No
373,M,41,Rio Negro,No trabaja,0,10.0,Ciberseguridad,92,70,66,73,81,Regular,Si
374,M,22,Buenos Aires,Part-time,24,12.0,Ciberseguridad,82,72,52,64,62,Regular,No
375,F,19,Corrientes,Part-time,17,10.0,Ciberseguridad,87,62,65,56,54,Regular,No
376,M,22,Entre Rios,Part-time,25,3.0,Ciberseguridad,72,49,50,34,35,Libre,No
377,F,31,Buenos Aires,Part-time,11,13.0,Ciberseguridad,100,77,68,85,74,Regular,Si
378,F,21,Cordoba,No trabaja,0,15.0,Ciberseguridad,90,66,58,73,67,Regular,No
379,M,27,Buenos Aires,No trabaja,0,16.0,Ciberseguridad,99,96,72,80,75,Promocion,Si
380,F,18,Buenos Aires,No trabaja,0,12.0,Ciberseguridad,76,67,57,47,51,Libre,No
381,M,26,Salta,Part-time,20,6.0,Ciberseguridad,86,33,64,76,71,Regular,Si
382,M,38,Misiones,Full-time,34,6.0,Ciberseguridad,70,60,35,30,35,Libre,No
383,F,39,Buenos Aires,Full-time,44,7.0,Ciberseguridad,71,49,42,40,51,Libre,No
384,M,28,Neuquen,No trabaja,0,13.0,Ciberseguridad,90,39,56,50,46,Regular,No
385,M,31,Chaco,Full-time,42,11.0,Ciberseguridad,91,66,64,81,75,Regular,Si
386,F,29,Tierra del Fuego,No trabaja,0,2.0,Ciberseguridad,79,69,42,41,38,Libre,No
387,F,29,Cordoba,Part-time,32,2.0,Ciberseguridad,74,36,50,57,52,Libre,No
388,F,43,Buenos Aires,No trabaja,0,10.0,Ciberseguridad,81,55,51,62,49,Regular,No
389,M,29,Chaco,No trabaja,0,13.0,Ciberseguridad,76,47,54,75,57,Libre,No
390,M,25,Cordoba,No trabaja,0,13.0,Ciberseguridad,91,72,85,65,58,Regular,No
391,M,34,Cordoba,Part-time,12,11.0,Ciberseguridad,60,45,43,61,50,Libre,No
392,F,28,Neuquen,No trabaja,0,16.0,Ciberseguridad,89,72,60,82,99,Regular,Si
393,M,19,Chaco,No trabaja,0,7.0,Ciberseguridad,69,63,25,42,44,Libre,No
394,M,24,Neuquen,Part-time,18,14.0,Ciberseguridad,82,64,54,53,82,Regular,Si
395,M,29,Buenos Aires,Part-time,18,9.0,Ciberseguridad,99,51,67,66,59,Regular,No
396,F,29,San Juan,No trabaja,0,17.0,Ciberseguridad,88,68,69,81,70,Regular,Si
397,F,28,Cordoba,Part-time,17,19.0,Ciberseguridad,97,77,85,83,89,Promocion,Si
398,F,24,CABA,Part-time,17,2.0,Ciberseguridad,95,72,67,69,64,Regular,No
399,X,23,Neuquen,No trabaja,0,4.0,Ciberseguridad,78,50,67,45,59,Libre,No
400,F,40,Mendoza,No trabaja,0,13.0,Ciberseguridad,77,54,62,70,54,Libre,No
401,F,25,Tucuman,Part-time,17,15.0,Ciberseguridad,86,67,60,76,70,Regular,Si
402,F,26,Buenos Aires,Part-time,16,13.0,Ciberseguridad,100,77,80,77,61,Promocion,No
403,M,26,Santa Fe,No trabaja,0,9.0,Ciberseguridad,91,54,51,68,68,Regular,No
404,M,21,Entre Rios,Full-time,37,0.0,Ciberseguridad,68,42,45,39,52,Libre,No
405,M,28,Tucuman,Part-time,17,3.0,Ciberseguridad,68,61,39,56,49,Libre,No
406,F,18,Cordoba,No trabaja,0,20.0,Ciberseguridad,90,89,83,83,81,Promocion,Si
407,M,41,Misiones,Part-time,13,10.0,Ciberseguridad,76,54,57,38,65,Libre,No
408,F,20,Misiones,No trabaja,0,9.0,Ciberseguridad,72,66,60,52,62,Libre,No
409,F,36,Santa Fe,Part-time,26,3.0,Ciberseguridad,71,51,41,61,76,Libre,Si
410,F,18,Buenos Aires,No trabaja,0,0.0,Ciberseguridad,78,39,69,43,64,Libre,No
411,M,31,San Juan,Full-time,41,5.0,Ciberseguridad,85,53,54,45,66,Regular,No
412,M,23,Buenos Aires,No trabaja,0,6.0,Ciberseguridad,78,57,58,56,68,Libre,No
413,F,33,Entre Rios,No trabaja,0,17.0,Ciberseguridad,88,54,63,61,78,Regular,Si
414,F,22,Santa Fe,No trabaja,0,12.0,Ciberseguridad,100,65,62,66,76,Regular,Si
415,M,37,Mendoza,Part-time,19,6.0,Ciberseguridad,80,73,52,54,63,Regular,No
416,M,21,Misiones,No trabaja,0,9.0,Ciberseguridad,93,39,51,76,60,Regular,No
417,M,37,Santa Fe,Full-time,43,7.0,Ciberseguridad,92,59,68,33,83,Regular,Si
418,F,35,Cordoba,No trabaja,0,9.0,Ciberseguridad,85,69,59,67,72,Regular,Si
419,M,27,Santa Fe,No trabaja,0,9.0,Ciberseguridad,74,75,56,49,72,Libre,Si
420,M,18,Misiones,Full-time,33,6.0,Ciberseguridad,68,15,51,61,56,Libre,No
421,M,32,Cordoba,No trabaja,0,11.0,Ciberseguridad,84,63,64,71,63,Regular,No
422,F,20,Buenos Aires,No trabaja,0,3.0,Ciberseguridad,86,64,47,44,62,Regular,No
423,F,18,Tucuman,No trabaja,0,14.0,Ciberseguridad,81,62,68,61,61,Regular,No
424,M,39,CABA,Part-time,16,12.0,Ciberseguridad,70,53,48,70,63,Libre,No
425,F,18,San Luis,Part-time,28,12.0,Ciberseguridad,88,48,54,65,63,Regular,No
426,M,35,Buenos Aires,Part-time,25,7.0,Ciberseguridad,61,57,47,51,59,Libre,No
427,F,41,San Luis,No trabaja,0,12.0,Ciberseguridad,91,77,52,50,56,Regular,No
428,F,28,Buenos Aires,No trabaja,0,14.0,Ciberseguridad,85,74,55,81,73,Regular,Si
429,F,26,Chaco,Part-time,19,16.0,Ciberseguridad,80,64,67,55,75,Regular,Si
430,M,31,Buenos Aires,Full-time,48,4.0,Ciberseguridad,49,30,53,37,26,Libre,No
431,M,18,Entre Rios,No trabaja,0,11.0,Ciberseguridad,80,71,67,49,59,Regular,No
432,X,28,Buenos Aires,No trabaja,0,6.0,Ciberseguridad,89,54,54,49,46,Regular,No
433,M,37,Chaco,No trabaja,0,12.0,Ciberseguridad,83,55,78,76,85,Regular,Si
434,F,29,Mendoza,No trabaja,0,13.0,Ciberseguridad,86,63,52,67,52,Regular,No
435,M,18,Buenos Aires,No trabaja,0,5.0,Ciberseguridad,97,75,50,66,76,Regular,Si
436,M,22,Buenos Aires,Full-time,37,16.0,Ciberseguridad,83,68,60,51,78,Regular,Si
437,F,34,Mendoza,Part-time,14,1.0,Ciberseguridad,70,49,34,53,66,Libre,No
438,M,32,Salta,Full-time,42,0.0,Ciberseguridad,61,37,40,29,39,Libre,No
439,M,36,Santa Fe,Part-time,26,6.0,Ciberseguridad,79,42,54,57,47,Libre,No
440,M,34,Cordoba,No trabaja,0,4.0,Ciberseguridad,97,53,62,51,49,Regular,No
441,M,28,San Juan,Full-time,50,14.0,Ciberseguridad,85,59,79,70,63,Regular,No
442,M,21,Misiones,No trabaja,0,5.0,Ciberseguridad,95,63,69,54,74,Regular,Si
443,M,18,Buenos Aires,No trabaja,0,10.0,Ciberseguridad,86,81,56,66,58,Regular,No
444,F,31,CABA,No trabaja,0,15.0,Ciberseguridad,84,75,48,49,57,Regular,No
445,M,29,San Juan,No trabaja,0,1.0,Ciberseguridad,69,37,41,44,47,Libre,No
446,F,24,Buenos Aires,No trabaja,0,5.0,Ciberseguridad,82,46,44,43,59,Regular,No
447,F,29,Tucuman,Part-time,21,5.0,Ciberseguridad,94,57,54,63,55,Regular,No
448,M,25,Cordoba,No trabaja,0,6.0,Ciberseguridad,97,66,61,62,68,Regular,No
449,F,21,Buenos Aires,No trabaja,0,14.0,Ciberseguridad,100,84,60,67,84,Regular,Si
450,M,18,Buenos Aires,Full-time,55,1.0,Ciberseguridad,67,63,37,48,66,Libre,No
451,M,18,Buenos Aires,No trabaja,0,13.0,Ciberseguridad,92,87,79,65,72,Regular,Si
452,M,23,Buenos Aires,Part-time,23,16.0,Ciberseguridad,77,70,77,60,75,Libre,Si
453,F,27,Buenos Aires,No trabaja,0,8.0,Ciberseguridad,98,62,64,83,74,Regular,Si
454,M,29,Tucuman,Part-time,33,7.0,Ciberseguridad,80,66,65,61,59,Regular,No
455,M,19,Buenos Aires,Full-time,37,6.0,Ciberseguridad,87,41,56,58,60,Regular,No
456,M,34,Neuquen,Full-time,33,8.0,Ciberseguridad,95,58,65,82,74,Regular,Si
457,M,19,Santa Fe,No trabaja,0,12.0,Ciberseguridad,81,54,59,72,42,Regular,No
458,M,28,Cordoba,No trabaja,0,2.0,Ciberseguridad,65,48,26,29,31,Libre,No
459,M,26,Jujuy,Full-time,46,14.0,Ciberseguridad,100,67,75,50,57,Regular,No
460,M,37,Entre Rios,Part-time,27,14.0,Ciberseguridad,88,80,46,67,86,Regular,Si
461,F,18,Buenos Aires,Part-time,23,16.0,Ciberseguridad,86,63,61,47,58,Regular,No
462,F,34,Buenos Aires,No trabaja,0,5.0,Ciberseguridad,70,22,49,49,37,Libre,No
463,F,35,Entre Rios,No trabaja,0,12.0,Ciberseguridad,70,63,60,63,66,Libre,No
464,M,32,Cordoba,No trabaja,0,13.0,Ciberseguridad,87,65,56,73,86,Regular,Si
465,M,36,Buenos Aires,No trabaja,0,10.0,Ciberseguridad,71,71,30,27,62,Libre,No
466,M,29,Cordoba,No trabaja,0,11.0,Ciberseguridad,84,75,57,72,72,Regular,Si
467,F,28,Buenos Aires,No trabaja,0,15.0,Ciberseguridad,89,83,67,70,72,Regular,Si
468,M,24,Cordoba,Full-time,35,6.0,Ciberseguridad,68,52,50,42,49,Libre,No
469,M,21,Corrientes,No trabaja,0,5.0,Ciberseguridad,70,48,60,47,51,Libre,No
470,M,25,Jujuy,Part-time,14,4.0,Ciberseguridad,89,58,57,66,45,Regular,No
471,M,36,Tierra del Fuego,No trabaja,0,19.0,Ciberseguridad,100,69,76,89,89,Regular,Si
472,F,32,Salta,Part-time,27,17.0,Ciberseguridad,83,66,57,67,65,Regular,No
473,F,29,Cordoba,No trabaja,0,11.0,Ciberseguridad,73,65,53,67,62,Libre,No
474,M,18,Chaco,Full-time,43,12.0,Ciberseguridad,92,63,76,74,46,Regular,No
475,F,22,San Juan,Part-time,18,10.0,Ciberseguridad,68,58,51,45,43,Libre,No
476,M,18,Mendoza,Part-time,33,3.0,Ciberseguridad,69,51,43,56,47,Libre,No
477,M,22,CABA,Full-time,49,0.0,Ciberseguridad,81,57,36,38,40,Regular,No
478,F,35,Buenos Aires,No trabaja,0,17.0,Ciberseguridad,100,58,78,79,78,Regular,Si
479,F,27,San Luis,No trabaja,0,11.0,Ciberseguridad,94,50,58,70,41,Regular,No
480,F,41,Buenos Aires,Full-time,44,8.0,Ciberseguridad,75,73,35,68,57,Libre,No
481,M,31,Buenos Aires,No trabaja,0,12.0,Ciberseguridad,89,60,56,69,88,Regular,Si
482,F,18,Buenos Aires,Full-time,42,0.0,Ciberseguridad,82,33,50,43,46,Regular,No
483,F,28,Buenos Aires,Full-time,45,12.0,Ciberseguridad,85,59,77,48,52,Regular,No
484,M,26,Buenos Aires,No trabaja,0,6.0,Ciberseguridad,59,45,54,58,50,Libre,No
485,M,27,CABA,Part-time,22,9.0,Ciberseguridad,61,46,55,54,63,Libre,No
486,F,31,Buenos Aires,Full-time,40,7.0,Ciberseguridad,88,59,64,45,78,Regular,Si
487,M,18,Buenos Aires,No trabaja,0,17.0,Ciberseguridad,80,62,85,63,63,Regular,No
488,M,31,Mendoza,Part-time,27,11.0,Ciberseguridad,83,55,73,68,56,Regular,No
489,F,27,Cordoba,No trabaja,0,11.0,Ciberseguridad,100,74,76,65,82,Regular,Si
490,M,26,Buenos Aires,No trabaja,0,4.0,Ciberseguridad,90,89,64,50,56,Regular,No
491,M,20,La Pampa,Part-time,27,3.0,Ciberseguridad,89,82,55,53,63,Regular,No
492,F,34,Corrientes,No trabaja,0,14.0,Ciberseguridad,84,61,54,79,69,Regular,No
493,M,26,Buenos Aires,No trabaja,0,5.0,Ciberseguridad,87,54,59,68,64,Regular,No
494,F,32,Jujuy,Part-time,26,12.0,Ciberseguridad,91,62,69,62,69,Regular,No
495,F,23,Buenos Aires,No trabaja,0,8.0,Ciberseguridad,97,69,79,83,72,Regular,Si
496,M,18,CABA,Part-time,24,10.0,Ciberseguridad,76,57,60,56,63,Libre,No
497,F,26,Buenos Aires,Part-time,19,6.0,Ciberseguridad,86,73,49,58,71,Regular,Si
498,M,25,Buenos Aires,Part-time,15,11.0,Ciberseguridad,87,67,74,69,68,Regular,No
499,F,18,Santa Fe,No trabaja,0,10.0,Ciberseguridad,73,68,62,55,45,Libre,No
500,M,25,Chaco,Part-time,9,7.0,Ciberseguridad,88,66,52,73,66,Regular,No
501,F,28,Buenos Aires,No trabaja,0,13.0,Ciberseguridad,88,73,63,79,66,Regular,No
502,F,18,Buenos Aires,Full-time,46,12.0,Ciberseguridad,98,57,63,71,64,Regular,No
503,F,34,Mendoza,No trabaja,0,17.0,Ciberseguridad,98,65,83,78,74,Regular,Si
504,F,26,Buenos Aires,Part-time,26,8.0,Ciberseguridad,75,50,70,50,69,Libre,No
505,F,24,Mendoza,No trabaja,0,13.0,Ciberseguridad,89,75,60,93,71,Regular,Si
506,F,32,Buenos Aires,Part-time,24,6.0,Ciberseguridad,82,64,40,66,56,Regular,No
507,F,46,Buenos Aires,Part-time,21,9.0,Ciberseguridad,75,56,63,46,55,Libre,No
508,F,19,Mendoza,No trabaja,0,17.0,Ciberseguridad,96,75,71,66,66,Regular,No
509,M,39,Buenos Aires,No trabaja,0,2.0,Ciberseguridad,79,44,61,57,59,Libre,No
510,F,18,Cordoba,No trabaja,0,17.0,Ciberseguridad,90,68,83,75,83,Regular,Si
511,M,32,Buenos Aires,No trabaja,0,18.0,Ciberseguridad,72,60,61,69,56,Libre,No
512,F,29,Santa Fe,Part-time,14,5.0,Ciberseguridad,71,37,33,37,42,Libre,No
513,F,27,Rio Negro,Part-time,14,6.0,Ciberseguridad,97,69,73,56,71,Regular,Si
